State,Median_Income,Year,Date
Wyoming,47041.0,2006,2006-01-01
United States,46326.0,2005,2005-01-01
Alabama,37150.0,2005,2005-01-01
Alaska,55891.0,2005,2005-01-01
Arizona,45245.0,2005,2005-01-01
Arkansas,36658.0,2005,2005-01-01
California,51755.0,2005,2005-01-01
Colorado,50449.0,2005,2005-01-01
Connecticut,56835.0,2005,2005-01-01
Delaware,51235.0,2005,2005-01-01
D.C.,44993.0,2005,2005-01-01
Florida,42990.0,2005,2005-01-01
Georgia,45926.0,2005,2005-01-01
Hawaii,59586.0,2005,2005-01-01
Idaho,44176.0,2005,2005-01-01
Illinois,48398.0,2005,2005-01-01
Indiana,42437.0,2005,2005-01-01
Iowa,46500.0,2005,2005-01-01
Kansas,42027.0,2005,2005-01-01
Kentucky,36699.0,2005,2005-01-01
Louisiana,37236.0,2005,2005-01-01
Maine,43923.0,2005,2005-01-01
Maryland,60512.0,2005,2005-01-01
Massachusetts,56017.0,2005,2005-01-01
Michigan,45933.0,2005,2005-01-01
Minnesota,54215.0,2005,2005-01-01
Mississippi,32875.0,2005,2005-01-01
Missouri,42986.0,2005,2005-01-01
Montana,37313.0,2005,2005-01-01
Nebraska,47923.0,2005,2005-01-01
Nevada,48209.0,2005,2005-01-01
New Hampshire,56984.0,2005,2005-01-01
New Jersey,63368.0,2005,2005-01-01
New Mexico,38947.0,2005,2005-01-01
New York,47176.0,2005,2005-01-01
North Carolina,42056.0,2005,2005-01-01
North Dakota,42192.0,2005,2005-01-01
Ohio,44203.0,2005,2005-01-01
Oklahoma,37645.0,2005,2005-01-01
Oregon,44159.0,2005,2005-01-01
Pennsylvania,46300.0,2005,2005-01-01
Rhode Island,49484.0,2005,2005-01-01
South Carolina,40230.0,2005,2005-01-01
South Dakota,43151.0,2005,2005-01-01
Tennessee,39406.0,2005,2005-01-01
Texas,41422.0,2005,2005-01-01
Utah,54813.0,2005,2005-01-01
Vermont,50704.0,2005,2005-01-01
Virginia,51914.0,2005,2005-01-01
Washington,50646.0,2005,2005-01-01
West Virginia,36445.0,2005,2005-01-01
Wisconsin,44650.0,2005,2005-01-01
Wyoming,44718.0,2005,2005-01-01
United States,44334.0,2004,2004-01-01
Alabama,36629.0,2004,2004-01-01
Alaska,55063.0,2004,2004-01-01
Arizona,43846.0,2004,2004-01-01
Arkansas,34984.0,2004,2004-01-01
California,49222.0,2004,2004-01-01
Colorado,50886.0,2004,2004-01-01
Connecticut,55100.0,2004,2004-01-01
Delaware,48049.0,2004,2004-01-01
D.C.,43451.0,2004,2004-01-01
Florida,40535.0,2004,2004-01-01
Georgia,40984.0,2004,2004-01-01
Hawaii,56242.0,2004,2004-01-01
Idaho,44358.0,2004,2004-01-01
Illinois,46077.0,2004,2004-01-01
Indiana,42329.0,2004,2004-01-01
Iowa,43391.0,2004,2004-01-01
Kansas,41066.0,2004,2004-01-01
Kentucky,35610.0,2004,2004-01-01
Louisiana,36429.0,2004,2004-01-01
Maine,41329.0,2004,2004-01-01
Maryland,57103.0,2004,2004-01-01
Massachusetts,52019.0,2004,2004-01-01
Michigan,42256.0,2004,2004-01-01
Minnesota,56104.0,2004,2004-01-01
Mississippi,34755.0,2004,2004-01-01
Missouri,42137.0,2004,2004-01-01
Montana,33956.0,2004,2004-01-01
Nebraska,43786.0,2004,2004-01-01
Nevada,47204.0,2004,2004-01-01
New Hampshire,56815.0,2004,2004-01-01
New Jersey,55275.0,2004,2004-01-01
New Mexico,39562.0,2004,2004-01-01
New York,44649.0,2004,2004-01-01
North Carolina,40238.0,2004,2004-01-01
North Dakota,39220.0,2004,2004-01-01
Ohio,43055.0,2004,2004-01-01
Oklahoma,39614.0,2004,2004-01-01
Oregon,40994.0,2004,2004-01-01
Pennsylvania,44106.0,2004,2004-01-01
Rhode Island,47935.0,2004,2004-01-01
South Carolina,38691.0,2004,2004-01-01
South Dakota,41107.0,2004,2004-01-01
Tennessee,38072.0,2004,2004-01-01
Texas,41397.0,2004,2004-01-01
Utah,50871.0,2004,2004-01-01
Vermont,47329.0,2004,2004-01-01
Virginia,51141.0,2004,2004-01-01
Washington,49922.0,2004,2004-01-01
West Virginia,33373.0,2004,2004-01-01
Wisconsin,45732.0,2004,2004-01-01
Wyoming,45397.0,2004,2004-01-01
United States,43318.0,2003,2003-01-01
Alabama,37255.0,2003,2003-01-01
Alaska,51837.0,2003,2003-01-01
Arizona,41166.0,2003,2003-01-01
Arkansas,32002.0,2003,2003-01-01
California,49300.0,2003,2003-01-01
Colorado,49940.0,2003,2003-01-01
Connecticut,54965.0,2003,2003-01-01
Delaware,49019.0,2003,2003-01-01
D.C.,45044.0,2003,2003-01-01
Florida,38972.0,2003,2003-01-01
Georgia,42438.0,2003,2003-01-01
Hawaii,51834.0,2003,2003-01-01
Idaho,42372.0,2003,2003-01-01
Illinois,45153.0,2003,2003-01-01
Indiana,42425.0,2003,2003-01-01
Iowa,41384.0,2003,2003-01-01
Kansas,44232.0,2003,2003-01-01
Kentucky,36936.0,2003,2003-01-01
Louisiana,33507.0,2003,2003-01-01
Maine,37113.0,2003,2003-01-01
Maryland,52314.0,2003,2003-01-01
Massachusetts,50955.0,2003,2003-01-01
Michigan,45022.0,2003,2003-01-01
Minnesota,52823.0,2003,2003-01-01
Mississippi,32728.0,2003,2003-01-01
Missouri,43762.0,2003,2003-01-01
Montana,34108.0,2003,2003-01-01
Nebraska,43974.0,2003,2003-01-01
Nevada,45184.0,2003,2003-01-01
New Hampshire,55567.0,2003,2003-01-01
New Jersey,56045.0,2003,2003-01-01
New Mexico,35105.0,2003,2003-01-01
New York,42788.0,2003,2003-01-01
North Carolina,37279.0,2003,2003-01-01
North Dakota,40410.0,2003,2003-01-01
Ohio,43520.0,2003,2003-01-01
Oklahoma,35902.0,2003,2003-01-01
Oregon,41638.0,2003,2003-01-01
Pennsylvania,42933.0,2003,2003-01-01
Rhode Island,44711.0,2003,2003-01-01
South Carolina,38479.0,2003,2003-01-01
South Dakota,39522.0,2003,2003-01-01
Tennessee,37523.0,2003,2003-01-01
Texas,39271.0,2003,2003-01-01
Utah,49275.0,2003,2003-01-01
Vermont,43261.0,2003,2003-01-01
Virginia,54783.0,2003,2003-01-01
Washington,47508.0,2003,2003-01-01
West Virginia,32763.0,2003,2003-01-01
Wisconsin,46269.0,2003,2003-01-01
Wyoming,42555.0,2003,2003-01-01
United States,42409.0,2002,2002-01-01
Alabama,37603.0,2002,2002-01-01
Alaska,52774.0,2002,2002-01-01
Arizona,39734.0,2002,2002-01-01
Arkansas,32387.0,2002,2002-01-01
California,47437.0,2002,2002-01-01
Colorado,48294.0,2002,2002-01-01
Connecticut,53387.0,2002,2002-01-01
Delaware,49650.0,2002,2002-01-01
D.C.,39070.0,2002,2002-01-01
Florida,38024.0,2002,2002-01-01
Georgia,42939.0,2002,2002-01-01
Hawaii,47303.0,2002,2002-01-01
Idaho,37715.0,2002,2002-01-01
Illinois,42710.0,2002,2002-01-01
Indiana,41047.0,2002,2002-01-01
Iowa,41049.0,2002,2002-01-01
Kansas,42619.0,2002,2002-01-01
Kentucky,36762.0,2002,2002-01-01
Louisiana,34008.0,2002,2002-01-01
Maine,36853.0,2002,2002-01-01
Maryland,56407.0,2002,2002-01-01
Massachusetts,49855.0,2002,2002-01-01
Michigan,42715.0,2002,2002-01-01
Minnesota,54622.0,2002,2002-01-01
Mississippi,30882.0,2002,2002-01-01
Missouri,42776.0,2002,2002-01-01
Montana,34835.0,2002,2002-01-01
Nebraska,42796.0,2002,2002-01-01
Nevada,44958.0,2002,2002-01-01
New Hampshire,55321.0,2002,2002-01-01
New Jersey,54568.0,2002,2002-01-01
New Mexico,35457.0,2002,2002-01-01
New York,41966.0,2002,2002-01-01
North Carolina,36515.0,2002,2002-01-01
North Dakota,36200.0,2002,2002-01-01
Ohio,42684.0,2002,2002-01-01
Oklahoma,36458.0,2002,2002-01-01
Oregon,41802.0,2002,2002-01-01
Pennsylvania,42498.0,2002,2002-01-01
Rhode Island,42417.0,2002,2002-01-01
South Carolina,37812.0,2002,2002-01-01
South Dakota,37873.0,2002,2002-01-01
Tennessee,37030.0,2002,2002-01-01
Texas,40149.0,2002,2002-01-01
Utah,47861.0,2002,2002-01-01
Vermont,42999.0,2002,2002-01-01
Virginia,49631.0,2002,2002-01-01
Washington,45183.0,2002,2002-01-01
West Virginia,29359.0,2002,2002-01-01
Wisconsin,45903.0,2002,2002-01-01
Wyoming,39763.0,2002,2002-01-01
United States,42228.0,2001,2001-01-01
Alabama,35160.0,2001,2001-01-01
Alaska,57363.0,2001,2001-01-01
Arizona,42704.0,2001,2001-01-01
Arkansas,33339.0,2001,2001-01-01
California,47262.0,2001,2001-01-01
Colorado,49397.0,2001,2001-01-01
Connecticut,53347.0,2001,2001-01-01
Delaware,49602.0,2001,2001-01-01
D.C.,41169.0,2001,2001-01-01
Florida,36421.0,2001,2001-01-01
Georgia,42576.0,2001,2001-01-01
Hawaii,47439.0,2001,2001-01-01
Idaho,38241.0,2001,2001-01-01
Illinois,46171.0,2001,2001-01-01
Indiana,40379.0,2001,2001-01-01
Iowa,40976.0,2001,2001-01-01
Kansas,41415.0,2001,2001-01-01
Kentucky,38437.0,2001,2001-01-01
Louisiana,33322.0,2001,2001-01-01
Maine,36612.0,2001,2001-01-01
Maryland,53530.0,2001,2001-01-01
Massachusetts,52253.0,2001,2001-01-01
Michigan,45047.0,2001,2001-01-01
Minnesota,52681.0,2001,2001-01-01
Mississippi,30161.0,2001,2001-01-01
Missouri,41339.0,2001,2001-01-01
Montana,32126.0,2001,2001-01-01
Nebraska,43611.0,2001,2001-01-01
Nevada,45403.0,2001,2001-01-01
New Hampshire,51331.0,2001,2001-01-01
New Jersey,51771.0,2001,2001-01-01
New Mexico,33124.0,2001,2001-01-01
New York,42114.0,2001,2001-01-01
North Carolina,38162.0,2001,2001-01-01
North Dakota,35793.0,2001,2001-01-01
Ohio,41785.0,2001,2001-01-01
Oklahoma,35609.0,2001,2001-01-01
Oregon,41273.0,2001,2001-01-01
Pennsylvania,43499.0,2001,2001-01-01
Rhode Island,45723.0,2001,2001-01-01
South Carolina,37736.0,2001,2001-01-01
South Dakota,39671.0,2001,2001-01-01
Tennessee,35783.0,2001,2001-01-01
Texas,40860.0,2001,2001-01-01
Utah,47342.0,2001,2001-01-01
Vermont,40794.0,2001,2001-01-01
Virginia,50241.0,2001,2001-01-01
Washington,42490.0,2001,2001-01-01
West Virginia,29673.0,2001,2001-01-01
Wisconsin,45346.0,2001,2001-01-01
Wyoming,39719.0,2001,2001-01-01
United States,41990.0,2000,2000-01-01
Alabama,35424.0,2000,2000-01-01
Alaska,52847.0,2000,2000-01-01
Arizona,39783.0,2000,2000-01-01
Arkansas,29697.0,2000,2000-01-01
California,46816.0,2000,2000-01-01
Colorado,48240.0,2000,2000-01-01
Connecticut,50172.0,2000,2000-01-01
Delaware,50365.0,2000,2000-01-01
D.C.,41222.0,2000,2000-01-01
Florida,38856.0,2000,2000-01-01
Georgia,41901.0,2000,2000-01-01
Hawaii,51546.0,2000,2000-01-01
Idaho,37611.0,2000,2000-01-01
Illinois,46064.0,2000,2000-01-01
Indiana,40865.0,2000,2000-01-01
Iowa,40991.0,2000,2000-01-01
Kansas,41059.0,2000,2000-01-01
Kentucky,36265.0,2000,2000-01-01
Louisiana,30718.0,2000,2000-01-01
Maine,37266.0,2000,2000-01-01
Maryland,54535.0,2000,2000-01-01
Massachusetts,46753.0,2000,2000-01-01
Michigan,45512.0,2000,2000-01-01
Minnesota,54251.0,2000,2000-01-01
Mississippi,34299.0,2000,2000-01-01
Missouri,45097.0,2000,2000-01-01
Montana,32777.0,2000,2000-01-01
Nebraska,41750.0,2000,2000-01-01
Nevada,45758.0,2000,2000-01-01
New Hampshire,50926.0,2000,2000-01-01
New Jersey,50405.0,2000,2000-01-01
New Mexico,35093.0,2000,2000-01-01
New York,40744.0,2000,2000-01-01
North Carolina,38317.0,2000,2000-01-01
North Dakota,35996.0,2000,2000-01-01
Ohio,42962.0,2000,2000-01-01
Oklahoma,32432.0,2000,2000-01-01
Oregon,42499.0,2000,2000-01-01
Pennsylvania,42176.0,2000,2000-01-01
Rhode Island,42197.0,2000,2000-01-01
South Carolina,37570.0,2000,2000-01-01
South Dakota,36475.0,2000,2000-01-01
Tennessee,34096.0,2000,2000-01-01
Texas,38609.0,2000,2000-01-01
Utah,47550.0,2000,2000-01-01
Vermont,39594.0,2000,2000-01-01
Virginia,47163.0,2000,2000-01-01
Washington,42525.0,2000,2000-01-01
West Virginia,29411.0,2000,2000-01-01
Wisconsin,45088.0,2000,2000-01-01
Wyoming,39629.0,2000,2000-01-01
United States,40696.0,1999,1999-01-01
Alabama,36251.0,1999,1999-01-01
Alaska,51396.0,1999,1999-01-01
Arizona,36995.0,1999,1999-01-01
Arkansas,29682.0,1999,1999-01-01
California,43629.0,1999,1999-01-01
Colorado,48177.0,1999,1999-01-01
Connecticut,50593.0,1999,1999-01-01
Delaware,46628.0,1999,1999-01-01
D.C.,38670.0,1999,1999-01-01
Florida,35831.0,1999,1999-01-01
Georgia,39425.0,1999,1999-01-01
Hawaii,44504.0,1999,1999-01-01
Idaho,35800.0,1999,1999-01-01
Illinois,46330.0,1999,1999-01-01
Indiana,40838.0,1999,1999-01-01
Iowa,41098.0,1999,1999-01-01
Kansas,37348.0,1999,1999-01-01
Kentucky,33738.0,1999,1999-01-01
Louisiana,32654.0,1999,1999-01-01
Maine,38862.0,1999,1999-01-01
Maryland,52205.0,1999,1999-01-01
Massachusetts,44005.0,1999,1999-01-01
Michigan,46089.0,1999,1999-01-01
Minnesota,47038.0,1999,1999-01-01
Mississippi,32478.0,1999,1999-01-01
Missouri,41383.0,1999,1999-01-01
Montana,31038.0,1999,1999-01-01
Nebraska,38626.0,1999,1999-01-01
Nevada,41461.0,1999,1999-01-01
New Hampshire,46055.0,1999,1999-01-01
New Jersey,49734.0,1999,1999-01-01
New Mexico,32574.0,1999,1999-01-01
New York,39989.0,1999,1999-01-01
North Carolina,37254.0,1999,1999-01-01
North Dakota,32663.0,1999,1999-01-01
Ohio,39489.0,1999,1999-01-01
Oklahoma,32683.0,1999,1999-01-01
Oregon,40619.0,1999,1999-01-01
Pennsylvania,37758.0,1999,1999-01-01
Rhode Island,42719.0,1999,1999-01-01
South Carolina,36462.0,1999,1999-01-01
South Dakota,35828.0,1999,1999-01-01
Tennessee,36522.0,1999,1999-01-01
Texas,38688.0,1999,1999-01-01
Utah,46050.0,1999,1999-01-01
Vermont,41584.0,1999,1999-01-01
Virginia,45693.0,1999,1999-01-01
Washington,45473.0,1999,1999-01-01
West Virginia,29297.0,1999,1999-01-01
Wisconsin,45667.0,1999,1999-01-01
Wyoming,37248.0,1999,1999-01-01
United States,38885.0,1998,1998-01-01
Alabama,36266.0,1998,1998-01-01
Alaska,50692.0,1998,1998-01-01
Arizona,37090.0,1998,1998-01-01
Arkansas,27665.0,1998,1998-01-01
California,40934.0,1998,1998-01-01
Colorado,46599.0,1998,1998-01-01
Connecticut,46508.0,1998,1998-01-01
Delaware,41458.0,1998,1998-01-01
D.C.,33433.0,1998,1998-01-01
Florida,34909.0,1998,1998-01-01
Georgia,38665.0,1998,1998-01-01
Hawaii,40827.0,1998,1998-01-01
Idaho,36680.0,1998,1998-01-01
Illinois,43178.0,1998,1998-01-01
Indiana,39731.0,1998,1998-01-01
Iowa,37019.0,1998,1998-01-01
Kansas,36711.0,1998,1998-01-01
Kentucky,36252.0,1998,1998-01-01
Louisiana,31735.0,1998,1998-01-01
Maine,35640.0,1998,1998-01-01
Maryland,50016.0,1998,1998-01-01
Massachusetts,42345.0,1998,1998-01-01
Michigan,41821.0,1998,1998-01-01
Minnesota,47926.0,1998,1998-01-01
Mississippi,29120.0,1998,1998-01-01
Missouri,40201.0,1998,1998-01-01
Montana,31577.0,1998,1998-01-01
Nebraska,36413.0,1998,1998-01-01
Nevada,39756.0,1998,1998-01-01
New Hampshire,44958.0,1998,1998-01-01
New Jersey,49826.0,1998,1998-01-01
New Mexico,31543.0,1998,1998-01-01
New York,37394.0,1998,1998-01-01
North Carolina,35838.0,1998,1998-01-01
North Dakota,30304.0,1998,1998-01-01
Ohio,38925.0,1998,1998-01-01
Oklahoma,33727.0,1998,1998-01-01
Oregon,39067.0,1998,1998-01-01
Pennsylvania,39015.0,1998,1998-01-01
Rhode Island,40686.0,1998,1998-01-01
South Carolina,33267.0,1998,1998-01-01
South Dakota,32786.0,1998,1998-01-01
Tennessee,34091.0,1998,1998-01-01
Texas,35783.0,1998,1998-01-01
Utah,44299.0,1998,1998-01-01
Vermont,39372.0,1998,1998-01-01
Virginia,43354.0,1998,1998-01-01
Washington,47421.0,1998,1998-01-01
West Virginia,26704.0,1998,1998-01-01
Wisconsin,41327.0,1998,1998-01-01
Wyoming,35250.0,1998,1998-01-01
United States,37005.0,1997,1997-01-01
Alabama,31939.0,1997,1997-01-01
Alaska,47994.0,1997,1997-01-01
Arizona,32740.0,1997,1997-01-01
Arkansas,26162.0,1997,1997-01-01
California,39694.0,1997,1997-01-01
Colorado,43233.0,1997,1997-01-01
Connecticut,43985.0,1997,1997-01-01
Delaware,43033.0,1997,1997-01-01
D.C.,31860.0,1997,1997-01-01
Florida,32455.0,1997,1997-01-01
Georgia,36663.0,1997,1997-01-01
Hawaii,40934.0,1997,1997-01-01
Idaho,33404.0,1997,1997-01-01
Illinois,41283.0,1997,1997-01-01
Indiana,38889.0,1997,1997-01-01
Iowa,33783.0,1997,1997-01-01
Kansas,36471.0,1997,1997-01-01
Kentucky,33452.0,1997,1997-01-01
Louisiana,33260.0,1997,1997-01-01
Maine,32772.0,1997,1997-01-01
Maryland,46685.0,1997,1997-01-01
Massachusetts,42023.0,1997,1997-01-01
Michigan,38742.0,1997,1997-01-01
Minnesota,42564.0,1997,1997-01-01
Mississippi,28499.0,1997,1997-01-01
Missouri,36553.0,1997,1997-01-01
Montana,29212.0,1997,1997-01-01
Nebraska,34692.0,1997,1997-01-01
Nevada,38854.0,1997,1997-01-01
New Hampshire,40998.0,1997,1997-01-01
New Jersey,48021.0,1997,1997-01-01
New Mexico,30086.0,1997,1997-01-01
New York,35798.0,1997,1997-01-01
North Carolina,35840.0,1997,1997-01-01
North Dakota,31661.0,1997,1997-01-01
Ohio,36134.0,1997,1997-01-01
Oklahoma,31351.0,1997,1997-01-01
Oregon,37247.0,1997,1997-01-01
Pennsylvania,37517.0,1997,1997-01-01
Rhode Island,34797.0,1997,1997-01-01
South Carolina,34262.0,1997,1997-01-01
South Dakota,29694.0,1997,1997-01-01
Tennessee,30636.0,1997,1997-01-01
Texas,35075.0,1997,1997-01-01
Utah,42775.0,1997,1997-01-01
Vermont,35053.0,1997,1997-01-01
Virginia,42957.0,1997,1997-01-01
Washington,44562.0,1997,1997-01-01
West Virginia,27488.0,1997,1997-01-01
Wisconsin,39595.0,1997,1997-01-01
Wyoming,33423.0,1997,1997-01-01
United States,35492.0,1996,1996-01-01
Alabama,30302.0,1996,1996-01-01
Alaska,52779.0,1996,1996-01-01
Arizona,31637.0,1996,1996-01-01
Arkansas,27123.0,1996,1996-01-01
California,38812.0,1996,1996-01-01
Colorado,40950.0,1996,1996-01-01
Connecticut,42119.0,1996,1996-01-01
Delaware,39309.0,1996,1996-01-01
D.C.,31966.0,1996,1996-01-01
Florida,30641.0,1996,1996-01-01
Georgia,32496.0,1996,1996-01-01
Hawaii,41772.0,1996,1996-01-01
Idaho,34709.0,1996,1996-01-01
Illinois,39554.0,1996,1996-01-01
Indiana,35147.0,1996,1996-01-01
Iowa,33209.0,1996,1996-01-01
Kansas,32585.0,1996,1996-01-01
Kentucky,32413.0,1996,1996-01-01
Louisiana,30262.0,1996,1996-01-01
Maine,34696.0,1996,1996-01-01
Maryland,43993.0,1996,1996-01-01
Massachusetts,39494.0,1996,1996-01-01
Michigan,39225.0,1996,1996-01-01
Minnesota,40991.0,1996,1996-01-01
Mississippi,26677.0,1996,1996-01-01
Missouri,34265.0,1996,1996-01-01
Montana,28684.0,1996,1996-01-01
Nebraska,34014.0,1996,1996-01-01
Nevada,38540.0,1996,1996-01-01
New Hampshire,39407.0,1996,1996-01-01
New Jersey,47468.0,1996,1996-01-01
New Mexico,25086.0,1996,1996-01-01
New York,35410.0,1996,1996-01-01
North Carolina,35601.0,1996,1996-01-01
North Dakota,31470.0,1996,1996-01-01
Ohio,34070.0,1996,1996-01-01
Oklahoma,27437.0,1996,1996-01-01
Oregon,35492.0,1996,1996-01-01
Pennsylvania,34899.0,1996,1996-01-01
Rhode Island,36986.0,1996,1996-01-01
South Carolina,34665.0,1996,1996-01-01
South Dakota,29526.0,1996,1996-01-01
Tennessee,30790.0,1996,1996-01-01
Texas,33072.0,1996,1996-01-01
Utah,37038.0,1996,1996-01-01
Vermont,32358.0,1996,1996-01-01
Virginia,39211.0,1996,1996-01-01
Washington,36676.0,1996,1996-01-01
West Virginia,25247.0,1996,1996-01-01
Wisconsin,40001.0,1996,1996-01-01
Wyoming,30953.0,1996,1996-01-01
United States,34076.0,1995,1995-01-01
Alabama,25991.0,1995,1995-01-01
Alaska,47954.0,1995,1995-01-01
Arizona,30863.0,1995,1995-01-01
Arkansas,25814.0,1995,1995-01-01
California,37009.0,1995,1995-01-01
Colorado,40706.0,1995,1995-01-01
Connecticut,40243.0,1995,1995-01-01
Delaware,34928.0,1995,1995-01-01
D.C.,30748.0,1995,1995-01-01
Florida,29745.0,1995,1995-01-01
Georgia,34099.0,1995,1995-01-01
Hawaii,42851.0,1995,1995-01-01
Idaho,32676.0,1995,1995-01-01
Illinois,38071.0,1995,1995-01-01
Indiana,33385.0,1995,1995-01-01
Iowa,35519.0,1995,1995-01-01
Kansas,30341.0,1995,1995-01-01
Kentucky,29810.0,1995,1995-01-01
Louisiana,27949.0,1995,1995-01-01
Maine,33858.0,1995,1995-01-01
Maryland,41041.0,1995,1995-01-01
Massachusetts,38574.0,1995,1995-01-01
Michigan,36426.0,1995,1995-01-01
Minnesota,37933.0,1995,1995-01-01
Mississippi,26538.0,1995,1995-01-01
Missouri,34825.0,1995,1995-01-01
Montana,27757.0,1995,1995-01-01
Nebraska,32929.0,1995,1995-01-01
Nevada,36084.0,1995,1995-01-01
New Hampshire,39171.0,1995,1995-01-01
New Jersey,43924.0,1995,1995-01-01
New Mexico,25991.0,1995,1995-01-01
New York,33028.0,1995,1995-01-01
North Carolina,31979.0,1995,1995-01-01
North Dakota,29089.0,1995,1995-01-01
Ohio,34941.0,1995,1995-01-01
Oklahoma,26311.0,1995,1995-01-01
Oregon,36374.0,1995,1995-01-01
Pennsylvania,34524.0,1995,1995-01-01
Rhode Island,35359.0,1995,1995-01-01
South Carolina,29071.0,1995,1995-01-01
South Dakota,29578.0,1995,1995-01-01
Tennessee,29015.0,1995,1995-01-01
Texas,32039.0,1995,1995-01-01
Utah,36480.0,1995,1995-01-01
Vermont,33824.0,1995,1995-01-01
Virginia,36222.0,1995,1995-01-01
Washington,35568.0,1995,1995-01-01
West Virginia,24880.0,1995,1995-01-01
Wisconsin,40955.0,1995,1995-01-01
